REQUEST ID,,SITE LOCATION,STORET STATION,LATITUDE,,LONGITUDE,FIELD ID,DATE SAMPLED,DATE RECEIVED,,DATE ANALYZED,GROUP ID,ANALYSIS,,COMPONENT,,,STORET PARAMETER,RESULT,REMARK,MDL,PQL,UNITS,TEST COMMENTS,MATRIX,TEMPERATURE,SPECIFIC CONDUCTANCE,SALINITY,PH,DISSOLVED O2,SAMPLE DEPTH,BATCH ID,SAMPLE ID,PRESERVATION,REFERENCE METHOD
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.11,15-Oct-2019 10:45,16-Oct-2019 10:05,,24-Oct-2019 10:08,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,2.1,U,2.1,6.3,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,25.78 C,36470.1 umhos/cm,,7.04 ,3.77 mg/L,1.0 m,P373178,2128429,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,16-Oct-2019 11:26,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,13,,0.10,0.13,NTU,,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P372599,2128380,ICE,EPA 180.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,16-Oct-2019 12:17,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.011,Q,0.0040,0.010,mg P/L,O-Phosphate-P: The sample expired upon receipt.,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P372621,2128390,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,16-Oct-2019 13:41,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.002,UQ,0.0020,0.0050,mg N/L,Nitrite-N: The sample expired upon receipt.,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P372841,2128390,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,16-Oct-2019 13:41,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.004,UQ,0.004,0.010,mg N/L,Nitrate-N: The sample expired upon reciept.,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P373491,2128390,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,17-Oct-2019 10:38,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,5,BJQ,2,2,cfu/100 mL,Laboratory duplicate result is 2 UJ.  Precision data for this duplicate is unavailable due to the colony count falling outside of method acceptable range. See Non-Conformance Report #7995.,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P373375,2128337,ICE,SM 9222 D
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,18-Oct-2019 15:45,CHEMISTRY,W-TSS,,TSS,,,00530,24,,3.0,10,mg/L,,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P373260,2128380,ICE,SM 2540 D-97
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,21-Oct-2019 07:48,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,6.0,I,2.0,6.0,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P373174,2128319,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,21-Oct-2019 07:48,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,7.6,,1.5,4.4,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P373174,2128319,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,21-Oct-2019 07:48,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,2.3,I,2.2,6.6,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P373174,2128319,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,21-Oct-2019 13:48,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.011,,0.0020,0.0050,mg N/L,,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P372886,2128385,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,22-Oct-2019 10:57,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,5.6,,1.0,2.0,mg C/L,,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P372970,2128385,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,22-Oct-2019 13:48,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.053,,0.0040,0.010,mg P/L,,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P372744,2128395,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,22-Oct-2019 14:12,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.004,U,0.0040,0.010,mg N/L,,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P372919,2128385,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.2,14-Oct-2019 12:15,16-Oct-2019 10:05,,23-Oct-2019 14:45,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.58,,0.16,0.40,mg N/L,,W-BRACKISH,26.51 C,45145.6 umhos/cm,,7.45 ,4.93 mg/L,1.0 m,P372928,2128395,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,16-Oct-2019 11:28,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,10,,0.10,0.13,NTU,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P372599,2128381,ICE,EPA 180.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,16-Oct-2019 12:22,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.012,,0.0040,0.010,mg P/L,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P372622,2128391,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,16-Oct-2019 13:47,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.002,U,0.0020,0.0050,mg N/L,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P372841,2128391,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,16-Oct-2019 13:47,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.004,U,0.004,0.010,mg N/L,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P373491,2128391,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,17-Oct-2019 10:38,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,8,BJQ,2,2,cfu/100 mL,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range. See Non-Conformance Report #7995.,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P373375,2128338,ICE,SM 9222 D
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,18-Oct-2019 15:45,CHEMISTRY,W-TSS,,TSS,,,00530,23,,3.0,10,mg/L,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P373260,2128381,ICE,SM 2540 D-97
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,21-Oct-2019 13:49,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.005,I,0.0020,0.0050,mg N/L,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P372886,2128386,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,22-Oct-2019 11:09,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,6.0,,1.0,2.0,mg C/L,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P372970,2128386,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,22-Oct-2019 13:49,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.053,,0.0040,0.010,mg P/L,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P372744,2128396,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,22-Oct-2019 14:35,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.004,U,0.0040,0.010,mg N/L,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P372920,2128386,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,23-Oct-2019 14:47,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.54,,0.16,0.40,mg N/L,,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P372928,2128396,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,6.8,,1.6,4.7,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P373192,2128320,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,8.1,,1.1,3.4,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P373192,2128320,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.3,14-Oct-2019 14:45,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.9,I,1.7,5.1,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.82 C,44298.6 umhos/cm,,7.42 ,5.06 mg/L,1.0 m,P373192,2128320,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,16-Oct-2019 11:30,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,7.6,,0.10,0.13,NTU,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P372599,2128382,ICE,EPA 180.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,16-Oct-2019 12:41,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.014,,0.0040,0.010,mg P/L,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P372622,2128392,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,16-Oct-2019 13:49,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.002,U,0.0020,0.0050,mg N/L,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P372841,2128392,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,16-Oct-2019 13:49,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.004,U,0.004,0.010,mg N/L,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P373491,2128392,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,17-Oct-2019 14:30,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,26,BJQ,2,2,cfu/100 mL,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range. See Non-Conformance Report #7995.,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P373375,2128339,ICE,SM 9222 D
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,18-Oct-2019 15:45,CHEMISTRY,W-TSS,,TSS,,,00530,16,,3.0,10,mg/L,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P373260,2128382,ICE,SM 2540 D-97
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,18-Oct-2019 17:14,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.56,,0.16,0.40,mg N/L,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P372667,2128397,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,22-Oct-2019 11:24,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,9.3,,1.0,2.0,mg C/L,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P372970,2128387,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,22-Oct-2019 12:33,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.005,I,0.0020,0.0050,mg N/L,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P372983,2128387,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,22-Oct-2019 13:57,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.048,,0.0040,0.010,mg P/L,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P372744,2128397,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,22-Oct-2019 14:36,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.004,U,0.0040,0.010,mg N/L,,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P372920,2128387,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,7.2,,1.6,5.0,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P373192,2128321,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,8.3,,1.2,3.6,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P373192,2128321,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.4,14-Oct-2019 17:15,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,1.8,U,1.8,5.4,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.82 C,33575.4 umhos/cm,,7.08 ,4.87 mg/L,1.0 m,P373192,2128321,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,16-Oct-2019 11:33,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,7.0,,0.10,0.13,NTU,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P372599,2128383,ICE,EPA 180.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,16-Oct-2019 12:42,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.017,,0.0040,0.010,mg P/L,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P372622,2128393,FILTER-ICE,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,16-Oct-2019 13:43,CHEMISTRY,W-NO2-F,,Nitrite-N,,,00613,0.002,I,0.0020,0.0050,mg N/L,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P372841,2128393,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,16-Oct-2019 13:43,CHEMISTRY,W-NO3-F,,Nitrate-N,,,00620,0.004,U,0.004,0.010,mg N/L,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P373491,2128393,FILTER-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,17-Oct-2019 14:30,BIOLOGY,FCOLI-MF,,Fecal Coliforms-Membrane Filter,,,31616,100,BQ,100,100,cfu/100 mL,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P373375,2128340,ICE,SM 9222 D
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,18-Oct-2019 15:45,CHEMISTRY,W-TSS,,TSS,,,00530,13,,3.0,10,mg/L,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P373260,2128383,ICE,SM 2540 D-97
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,22-Oct-2019 11:36,CHEMISTRY,W-DOC,,Organic Carbon,,,00681,11,,1.0,2.0,mg C/L,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P372970,2128388,FILTER-H2SO4-ICE,SM 5310 B-00
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,22-Oct-2019 12:35,CHEMISTRY,W-NH3-F,,Ammonia-N,,,00608,0.007,,0.0020,0.0050,mg N/L,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P372983,2128388,FILTER-H2SO4-ICE,EPA 350.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,22-Oct-2019 13:59,CHEMISTRY,W-S-A-TP,,Total-P,,,00665,0.053,,0.0040,0.010,mg P/L,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P372745,2128398,ICE And H2SO4,EPA 365.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,22-Oct-2019 14:37,CHEMISTRY,W-NO2NO3-F,,NO2NO3-N,,,00631,0.004,U,0.0040,0.010,mg N/L,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P372920,2128388,FILTER-H2SO4-ICE,EPA 353.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,23-Oct-2019 14:48,CHEMISTRY,W-TKN,,Kjeldahl Nitrogen,,,00625,0.63,,0.16,0.40,mg N/L,,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P372928,2128398,ICE And H2SO4,EPA 351.2 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Corrected",,,32211,5.8,,1.8,5.4,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P373192,2128322,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,"Chlorophyll-a, Uncorrected",,,32210,6.6,,1.3,3.9,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P373192,2128322,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.5,14-Oct-2019 19:45,16-Oct-2019 10:05,,24-Oct-2019 09:21,BIOLOGY,CHLSUITE-W,,Phaeophytin-a,,,32218,2.0,U,2.0,5.8,ug/L,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,W-BRACKISH,26.31 C,25836.7 umhos/cm,,6.96 ,4.26 mg/L,1.0 m,P373192,2128322,ICE,SM 10200 H (mod.)
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,14-Oct-2019 22:15,16-Oct-2019 10:05,,16-Oct-2019 11:38,CHEMISTRY,TURBIDITY,,Turbidity,,,00076,8.3,,0.10,0.13,NTU,,W-BRACKISH,26.31 C,33398.9 umhos/cm,,7.07 ,4.66 mg/L,1.0 m,P372599,2128384,ICE,EPA 180.1 Rev. 2.0
RQ-2019-09-23-02,,Pellicer Creek,GTMPCNUT,,,,gtmpcnut2.6,14-Oct-2019 22:15,16-Oct-2019 10:05,,16-Oct-2019 12:43,CHEMISTRY,W-PO4-F,,O-Phosphate-P,,,00671,0.014,,0.0040,0.010,mg P/L,,W-BRACKISH,26.31 C,33398.9 umhos/cm,,7.07 ,4.66 mg/L,1.0 m,P372622,2128394,FILTER-ICE,EPA 365.1 Rev. 2.0
