"","stationcode","datetimestamp","monitoringprogram","replicate","temperature","specificconductance","ph","dissolvedoxygen","2,4-d1","acetaminophen1","ammonia-n1","bentazon1","carbamazepine1","chlorophyll-a, corrected1","chlorophyll-a, corrected2","chlorophyll-a, modified fluorometric1","chlorophyll-a, uncorrected1","chlorophyll-a, uncorrected2","diuron1","escherichia coli-quanti-tray1","fecal coliforms-membrane filter1","fenuron1","fluridone1","hydrocodone1","ibuprofen1","imazapyr1","imidacloprid1","kjeldahl nitrogen filtered1","kjeldahl nitrogen1","linuron1","mcpp1","naproxen1","nitrate-n1","nitrite-n1","no2no3-n1","o-phosphate-p1","organic carbon1","phaeophytin-a1","phaeophytin-a2","primidone1","pyraclostrobin1","sucralose1","total-p1","triclopyr1","tss1","F_2,4-d1","F_acetaminophen1","F_ammonia-n1","F_bentazon1","F_carbamazepine1","F_chlorophyll-a, corrected1","F_chlorophyll-a, corrected2","F_chlorophyll-a, modified fluorometric1","F_chlorophyll-a, uncorrected1","F_chlorophyll-a, uncorrected2","F_diuron1","F_escherichia coli-quanti-tray1","F_fecal coliforms-membrane filter1","F_fenuron1","F_fluridone1","F_hydrocodone1","F_ibuprofen1","F_imazapyr1","F_imidacloprid1","F_kjeldahl nitrogen filtered1","F_kjeldahl nitrogen1","F_linuron1","F_mcpp1","F_naproxen1","F_nitrate-n1","F_nitrite-n1","F_no2no3-n1","F_o-phosphate-p1","F_organic carbon1","F_phaeophytin-a1","F_phaeophytin-a2","F_primidone1","F_pyraclostrobin1","F_sucralose1","F_total-p1","F_triclopyr1","F_tss1"
"52","gtmpcnut","2018-04-25 09:37:00","1","2","22.2","27081","6.55","5.80"," "," ","0.018"," "," ","8.9"," "," ","10"," "," "," ","120"," "," "," "," "," "," ","0.72","0.84"," "," "," ","0.008","0.006","0.014","0.033","23","1.9"," "," "," "," ","0.078"," ","12"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","IJ","J"," "," "," "," "," "," "," "," "," "," "," "
"53","gtmpcnut","2018-05-29 12:03:00","1","2","26.0","413.0","7.63","5.08"," "," ","0.031"," "," ","4.1"," "," ","5.7"," "," "," ","210"," "," "," "," "," "," ","1.1","1.2"," "," "," ","0.016","0.003","0.017","0.050","40","2.4"," "," "," "," ","0.10"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," "," "
"54","gtmpcnut","2018-06-12 10:33:00","1","2","25.6","1020","6.58","4.44"," "," ","0.029"," "," ","3.8"," "," ","4.6"," "," "," ","250"," "," "," "," "," "," ","1.0","1.4"," "," "," ","0.022","0.003","0.023","0.045","41","0.99"," "," "," "," ","0.081"," ","9"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"55","gtmpcnut","2018-07-24 10:32:00","1","2","27.9","8632","6.95","5.04"," "," ","0.052"," "," ","13"," "," ","16"," "," "," ","54"," "," "," "," "," "," ","0.69","0.95"," "," "," ","0.031","0.008","0.039","0.042","23","3.5"," "," "," "," ","0.092"," ","7"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"
"56","gtmpcnut","2018-08-07 09:56:00","1","2","27.5","149.4","6.10","5.13"," "," ","0.017"," "," ","0.98"," "," ","1.3"," "," "," ","220"," "," "," "," "," "," ","1.1","1.2"," "," "," ","0.016","0.003","0.016","0.037","43","0.50"," "," "," "," ","0.060"," ","4"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","IA"
"57","gtmpcnut","2018-09-05 09:41:00","1","2","29.0","3568","7.01","4.81"," "," ","0.026"," "," ","9.3"," "," ","11"," "," "," ","170"," "," "," "," "," "," ","0.70","0.87"," "," "," ","0.047","0.003","0.050","0.056","23","3.1"," "," "," "," ","0.080"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "
"58","gtmpcnut","2018-10-23 11:57:00","1","2","22.7","38339","7.41","6.31"," "," ","0.019"," "," ","11"," "," ","13"," "," "," ","46"," "," "," "," "," "," ","0.52","0.71"," "," "," ","0.012","0.003","0.015","0.030","13","3.5"," "," "," "," ","0.077"," ","17"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," ","A"
"59","gtmpcnut","2018-11-06 11:03:00","1","2","23.8","38038","7.25","5.56"," "," ","0.018"," "," ","6.7"," "," ","7.7"," "," "," ","64"," "," "," "," "," "," ","0.37","0.60"," "," "," ","0.013","0.002","0.015","0.025","9.8","1.3"," "," "," "," ","0.063"," ","9.8"," "," ","Y"," "," ","Y"," "," ","Y"," "," "," ","BQ"," "," "," "," "," "," ","IY","Y"," "," "," ","Y","IY","Y","Y","Y","IY"," "," "," "," ","Y"," ","IAY"
"60","gtmpcnut","2018-12-04 10:19:00","1","2","20.84","33184","6.90","6.49"," "," ","0.056"," "," ","3.3"," "," ","4.4"," "," "," ","40"," "," "," "," "," "," ","0.52","0.58"," "," "," ","0.14","0.003","0.15","0.027","13","1.7"," "," "," "," ","0.057"," ","11"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," "," "
"61","gtmpcnut","2018-01-15 09:30:00","2","1","11.31","4599.6","7.1","9.08"," "," ","0.048"," "," ","1.8"," "," ","2.8"," "," "," "," "," "," "," "," "," "," ","0.84","0.83"," "," "," ","0.026","0.003","0.027","0.038","28","1.5"," "," "," "," ","0.079"," ","11"," "," "," "," "," ","Q"," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Q","UQ"," ","Q"," ","Q"," "," "," "," "," "," "," "
"62","gtmpcnut","2018-02-12 09:30:00","2","1","19.602","1026.2","8.31","9.3"," "," ","0.053"," "," ","1.2"," "," ","2.2"," "," "," "," "," "," "," "," "," "," ","0.95","0.81"," "," "," ","0.034","0.003","0.035","0.041","28","1.5"," "," "," "," ","0.079"," ","12"," "," "," "," "," ","IQ"," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","Q"," "," "," "," "," "," "," "
"63","gtmpcnut","2018-03-26 09:30:00","2","1","19.686","47591","7.95","6.7"," "," ","0.013"," "," ","2.6"," "," ","3.4"," "," "," "," "," "," "," "," "," "," ","0.20","0.38"," "," "," ","0.004","0.002","0.004","0.017","3.6","1.2"," "," "," "," ","0.048"," ","8"," "," "," "," "," ","Q"," "," ","Q"," "," "," "," "," "," "," "," "," "," ","I","I"," "," "," ","UQ","UQ","U","Q"," ","IQ"," "," "," "," "," "," ","I"
"64","gtmpcnut","2018-04-24 09:30:00","2","1","22.603","21165.6","7.91","5.13"," "," ","0.030"," "," ","4.4"," "," ","6.2"," "," "," "," "," "," "," "," "," "," ","0.61","0.79"," "," "," ","0.006","0.004","0.010","0.027","20","2.5"," "," "," "," ","0.071"," ","27"," "," "," "," "," ","Q"," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","IQ","IQ"," ","Q"," ","Q"," "," "," "," "," "," "," "
"65","gtmpcnut","2018-05-28 09:30:00","2","1","25.353","550.9","6.59","5.07"," "," ","0.018"," "," ","4.2"," "," ","6.0"," "," "," "," "," "," "," "," "," "," ","1.1","1.2"," "," "," ","0.018","0.003","0.018","0.047","42","2.8"," "," "," "," ","0.10"," ","12"," "," "," "," "," ","Q"," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Q","UQ"," ","Q"," ","Q"," "," "," "," "," "," "," "
"66","gtmpcnut","2018-06-11 09:30:00","2","1","26.404","1851.1","6.47","4.31"," "," ","0.036"," "," ","6.4"," "," ","8.0"," "," "," "," "," "," "," "," "," "," ","1.2","1.2"," "," "," ","0.024","0.003","0.025","0.043","41","2.2"," "," "," "," ","0.086"," ","10"," "," "," "," "," ","Q"," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Q","UQ"," ","Q"," ","IQ"," "," "," "," "," "," "," "
"67","gtmpcnut","2018-07-23 09:30:00","2","1","25.989","21023.9","7.21","3.85"," "," ","0.12"," "," ","12"," "," ","16"," "," "," "," "," "," "," "," "," "," ","0.77","0.89"," "," "," ","0.020","0.005","0.025","0.044","18","6.9"," "," "," "," ","0.096"," ","20"," "," "," "," "," ","Q"," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Q","Q"," ","Q"," ","Q"," "," "," "," "," "," "," "
"68","gtmpcnut","2018-08-06 09:30:00","2","1","27.433","112.6","1.4","4.79"," "," ","0.007"," "," ","1.0"," "," ","1.2"," "," "," "," "," "," "," "," "," "," ","1.2","1.1"," "," "," ","0.007","0.003","0.007","0.033","44","0.67"," "," "," "," ","0.061"," ","4"," "," "," "," "," ","IQ"," "," ","IQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","IQ","UQ","I","Q"," ","UQ"," "," "," "," "," "," ","I"
"69","gtmpcnut","2018-09-04 09:30:00","2","1","28.424","3348","7.07","4.67"," "," ","0.028"," "," ","8.0"," "," ","11"," "," "," "," "," "," "," "," "," "," ","0.73","0.79"," "," "," ","0.050","0.003","0.052","0.052","23","3.7"," "," "," "," ","0.091"," ","8"," "," "," "," "," ","Q"," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Q","UQ"," ","Q"," ","Q"," "," "," "," "," "," ","I"
"70","gtmpcnut","2018-10-22 09:30:00","2","1","22.069","27805.6","7.49","6.5"," "," ","0.078"," "," ","14"," "," ","21"," "," "," "," "," "," "," "," "," "," ","0.63","0.89"," "," "," ","0.022","0.005","0.027","0.044","18","11"," "," "," "," ","0.096"," ","125"," "," "," "," "," ","Q"," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Q","Q"," ","Q"," ","Q"," "," "," "," "," "," "," "
"71","gtmpcnut","2018-11-05 09:30:00","2","1","22.73","39257.1","7.87","6.22"," "," ","0.025"," "," ","4.5"," "," ","6.1"," "," "," "," "," "," "," "," "," "," ","0.47","0.71"," "," "," ","0.009","0.003","0.012","0.024","8.8","3.6"," "," "," "," ","0.10"," ","9"," "," "," "," "," ","AQ"," "," ","AJQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","IQ","IQ"," ","Q"," ","Q"," "," "," "," "," "," ","I"
"72","gtmpcnut","2018-12-03 09:30:00","2","1","20.623","30700.5","7.47","6.55"," "," ","0.041"," "," ","2.7"," "," ","3.9"," "," "," "," "," "," "," "," "," "," ","0.56","0.64"," "," "," ","0.15","0.003","0.15","0.028","16","1.8"," "," "," "," ","0.060"," ","12"," "," "," "," "," ","Q"," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","IQ"," "," "," "," "," "," "," "
"73","gtmpcnut","2018-01-16 08:00:00","2","10","11.46","704.2","6.73","8.35"," "," ","0.028"," "," ","0.91"," "," ","1.2"," "," "," ","310"," "," "," "," "," "," "," ","0.94"," "," "," ","0.016","0.003","0.017","0.036","31","0.48"," "," "," "," ","0.062"," ","4"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"74","gtmpcnut","2018-02-13 08:00:00","2","10","20.149","745.1","6.63","6.23"," "," ","0.034"," "," ","1.5"," "," ","2.2"," "," "," ","250"," "," "," "," "," "," "," ","0.94"," "," "," ","0.031","0.003","0.031","0.045","31","1.0"," "," "," "," ","0.083"," ","6"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"75","gtmpcnut","2018-03-27 08:00:00","2","10","18.76","42433","7.72","6.62"," "," ","0.008"," "," ","4.5"," "," ","5.6"," "," "," ","88"," "," "," "," "," "," "," ","0.41"," "," "," ","0.004","0.002","0.004","0.023","5.4","1.6"," "," "," "," ","0.058"," ","13"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","U","U","U"," "," "," "," "," "," "," "," "," "," "
"76","gtmpcnut","2018-04-25 08:00:00","2","10","22.066","30085","8.17","5.26"," "," ","0.022"," "," ","9.9"," "," ","13"," "," "," ","44"," "," "," "," "," "," "," ","0.75"," "," "," ","0.004","0.004","0.007","0.024","16","3.8"," "," "," "," ","0.068"," ","44"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","U","I","I"," "," "," "," "," "," "," "," "," "," "
"77","gtmpcnut","2018-05-29 08:00:00","2","10","24.95","212.7","6.5","4.7"," "," ","0.016"," "," ","2.2"," "," ","2.9"," "," "," ","70"," "," "," "," "," "," "," ","1.1"," "," "," ","0.011","0.003","0.012","0.043","41","0.95"," "," "," "," ","0.078"," ","6"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","IA"
"78","gtmpcnut","2018-06-12 08:00:00","2","10","25.176","430.7","6.38","4.6"," "," ","0.030"," "," ","2.4"," "," ","3.3"," "," "," ","240"," "," "," "," "," "," "," ","1.2"," "," "," ","0.020","0.003","0.021","0.044","41","1.3"," "," "," "," ","0.076"," ","8"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","I"," "," "," "," "," "," ","I"
"79","gtmpcnut","2018-07-24 08:00:00","2","10","27.799","12528.9","7.06","4.5"," "," ","0.068"," "," ","5.8"," "," ","7.8"," "," "," ","46"," "," "," "," "," "," "," ","0.80"," "," "," ","0.027","0.007","0.034","0.040","21","3.0"," "," "," "," ","0.084"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"80","gtmpcnut","2018-08-07 08:00:00","2","10","28.208","242","6.31","4.25"," "," ","0.018"," "," ","1.0"," "," ","1.4"," "," "," ","190"," "," "," "," "," "," "," ","1.1"," "," "," ","0.013","0.003","0.013","0.039","42","0.67"," "," "," "," ","0.062"," ","4"," "," "," "," "," ","I"," "," ","I"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","U"," "," "," "," "," "," ","I"
"81","gtmpcnut","2018-09-05 08:00:00","2","10","29.216","11473.2","7.25","4.5"," "," ","0.025"," "," ","10"," "," ","14"," "," "," ","No Result"," "," "," "," "," "," "," ","0.90"," "," "," ","0.017","0.007","0.024","0.047","20","5.3"," "," "," "," ","0.10"," ","12"," "," "," "," "," "," "," "," "," "," "," "," ","ZQ"," "," "," "," "," "," "," "," "," "," "," ","J","J"," "," "," "," "," "," "," "," "," "," "," "
"82","gtmpcnut","2018-10-23 08:00:00","2","10","23.356","16051.7","7.05","5.47"," "," ","0.056"," "," ","3.7"," "," ","5.4"," "," "," ","110"," "," "," "," "," "," "," ","0.83"," "," "," ","0.027","0.007","0.034","0.048","24","2.5"," "," "," "," ","0.086"," ","14"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"83","gtmpcnut","2018-11-06 08:00:00","2","10","23.34","25117.4","7.28","4.96"," "," ","0.043"," "," ","3.7"," "," ","3.0"," "," "," ","160"," "," "," "," "," "," "," ","0.69"," "," "," ","0.017","0.004","0.020","0.035","15","4.0"," "," "," "," ","0.071"," ","11"," "," "," "," "," ","U"," "," ","I"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","U"," "," "," "," "," "," "," "
"84","gtmpcnut","2018-12-04 08:00:00","2","10","20.642","27056.9","7.59","6.37"," "," ","0.009"," "," ","3.8"," "," ","4.9"," "," "," ","64"," "," "," "," "," "," "," ","0.74"," "," "," ","0.27","0.004","0.27","0.029","16","1.6"," "," "," "," ","0.072"," ","25"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," "," "
"85","gtmpcnut","2018-01-16 10:30:00","2","11","10.89","14644.4","7.4","9.26"," "," ","0.033"," "," ","2.5"," "," ","3.1"," "," "," ","150"," "," "," "," "," "," "," ","0.81"," "," "," ","0.006","0.006","0.012","0.032","24","0.86"," "," "," "," ","0.061"," ","7"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","IJ","J"," "," "," ","I"," "," "," "," "," "," ","IA"
"86","gtmpcnut","2018-02-13 10:30:00","2","11","21.795","443.7","6.67","6.5"," "," ","0.066"," "," ","2.2"," "," ","3.3"," "," "," ","360"," "," "," "," "," "," "," ","0.94"," "," "," ","0.037","0.003","0.039","0.045","29","1.7"," "," "," "," ","0.085"," ","10"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "
"87","gtmpcnut","2018-03-27 10:30:00","2","11","18.70","43577","7.77","6.74"," "," ","0.004"," "," ","5.6"," "," ","6.6"," "," "," ","62"," "," "," "," "," "," "," ","0.39"," "," "," ","0.004","0.002","0.004","0.022","5.4","1.4"," "," "," "," ","0.049"," ","13"," "," ","I"," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," ","I"," "," "," ","U","U","U"," "," "," "," "," "," "," "," "," "," "
"88","gtmpcnut","2018-04-25 10:30:00","2","11","22.484","21288.1","8.0","5.35"," "," ","0.031"," "," ","10"," "," ","13"," "," "," ","96"," "," "," "," "," "," "," ","1.0"," "," "," ","0.008","0.005","0.013","0.032","22","4.6"," "," "," "," ","0.094"," ","24"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "," "
"89","gtmpcnut","2018-05-29 10:30:00","2","11","25.942","425.8","6.63","5.09"," "," ","0.025"," "," ","5.5"," "," ","7.3"," "," "," ","150"," "," "," "," "," "," "," ","1.3"," "," "," ","0.016","0.003","0.017","0.049","41","2.7"," "," "," "," ","0.10"," ","13"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," "," "," "," "," "," "," "," "," "
"90","gtmpcnut","2018-06-12 10:30:00","2","11","25.787","1029.9","6.47","4.53"," "," ","0.038"," "," ","No Result"," "," ","No Result"," "," "," ","340"," "," "," "," "," "," "," ","1.3"," "," "," ","0.025","0.003","0.026","0.046","17","No Result"," "," "," "," ","0.087"," ","10"," "," "," "," "," ","O"," "," ","O"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","O"," "," "," "," "," "," "," "
"91","gtmpcnut","2018-07-24 10:30:00","2","11","28.068","23514.6","7.27","3.99"," "," ","0.072"," "," ","15"," "," ","19"," "," "," ","73"," "," "," "," "," "," "," ","1.0"," "," "," ","0.022","0.005","0.027","0.040","18","5.8"," "," "," "," ","0.096"," ","18"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"92","gtmpcnut","2018-08-07 10:30:00","2","11","27.692","132.1","6.27","4.42"," "," ","0.015"," "," ","1.1"," "," ","1.1"," "," "," ","270"," "," "," "," "," "," "," ","1.1"," "," "," ","0.012","0.003","0.013","0.036","42","0.80"," "," "," "," ","0.056"," ","4"," "," "," "," "," ","I"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","U"," "," "," "," "," "," ","I"
"93","gtmpcnut","2018-09-05 10:30:00","2","11","29.094","1904.2","7.06","4.61"," "," ","0.019"," "," ","9.5"," "," ","12"," "," "," ","270"," "," "," "," "," "," "," ","0.88"," "," "," ","0.045","0.003","0.048","0.054","24","3.6"," "," "," "," ","0.10"," ","6"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," ","I"
"94","gtmpcnut","2018-10-23 10:30:00","2","11","22.814","37774.7","7.69","5.99"," "," ","0.030"," "," ","11"," "," ","15"," "," "," ","40"," "," "," "," "," "," "," ","0.48"," "," "," ","0.011","0.002","0.014","0.031","12","6.0"," "," "," "," ","0.046"," ","40"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "
"95","gtmpcnut","2018-11-06 10:30:00","2","11","24.045","38283.7","7.76","5.51"," "," ","0.026"," "," ","4.7"," "," ","5.8"," "," "," ","64"," "," "," "," "," "," "," ","0.57"," "," "," ","0.012","0.002","0.014","0.024","8.8","1.6"," "," "," "," ","0.068"," ","14"," "," "," "," "," "," "," "," "," "," "," "," ","AQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," ","I"," "," "," "," "," "," "," "
"96","gtmpcnut","2018-12-04 10:30:00","2","11","20.676","32863.7","7.72","6.28"," "," ","0.009"," "," ","3.1"," "," ","4.4"," "," "," ","26"," "," "," "," "," "," "," ","0.64"," "," "," ","0.27","0.003","0.27","0.026","13","2.0"," "," "," "," ","0.059"," ","17"," "," "," "," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," "," ","I"," "," "," "," "," "," "," "," "," "," "," "
"97","gtmpcnut","2018-01-15 12:00:00","2","2","10.72","13600.0","7.55","9.69"," "," ","0.036"," "," ","1.8"," "," ","2.6"," "," "," ","No Result"," "," "," "," "," "," "," ","0.76"," "," "," ","0.009","0.006","0.015","0.034","24","1.1"," "," "," "," ","0.070"," ","10"," "," "," "," "," ","Q"," "," ","Q"," "," "," ","OQ"," "," "," "," "," "," "," "," "," "," "," ","IQJ","QJ"," ","Q"," ","IQ"," "," "," "," "," "," "," "
"98","gtmpcnut","2018-02-12 12:00:00","2","2","20.339","1171.5","6.66","7.4"," "," ","0.023"," "," ","1.4"," "," ","2.0"," "," "," ","No Result"," "," "," "," "," "," "," ","0.86"," "," "," ","0.025","0.003","0.025","0.040","32","0.85"," "," "," "," ","0.075"," ","6"," "," "," "," "," ","IQ"," "," ","Q"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","Q","UQ"," ","Q"," ","IQ"," "," "," "," "," "," ","I"
"99","gtmpcnut","2018-03-26 12:00:00","2","2","20.295","36131","7.77","6.68"," "," ","0.010"," "," ","5.6"," "," ","7.1"," "," "," ","59"," "," "," "," "," "," "," ","0.40"," "," "," ","0.004","0.002","0.004","0.022","6.7","2.2"," "," "," "," ","0.065"," ","14"," "," "," "," "," "," "," "," "," "," "," "," ","AQ"," "," "," "," "," "," "," "," "," "," "," ","UQ","UQ","U"," "," "," "," "," "," "," "," "," "," "
"100","gtmpcnut","2018-04-24 12:00:00","2","2"," "," "," "," "," "," ","0.034"," "," ","3.5"," "," ","4.2"," "," "," ","230"," "," "," "," "," "," "," ","0.92"," "," "," ","0.012","0.007","0.019","0.041","28","1.0"," "," "," "," ","0.082"," ","11"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","QJ","QJ"," "," "," ","I"," "," "," "," "," "," "," "
"101","gtmpcnut","2018-05-28 12:00:00","2","2","26.009","574.5","6.63","5.11"," "," ","0.01"," "," ","4.2"," "," ","5.8"," "," "," ","225"," "," "," "," "," "," "," ","1.2"," "," "," ","0.019","0.003","0.019","0.046","43","2.3"," "," "," "," ","0.10"," ","11"," "," "," "," "," ","A"," "," ","A"," "," "," ","AQ"," "," "," "," "," "," "," "," "," "," "," "," ","U"," "," "," ","A"," "," "," "," "," "," "," "
"102","gtmpcnut","2018-06-11 12:00:00","2","2","26.899","314.1","6.41","4.48"," "," ","0.022"," "," ","2.1"," "," ","2.7"," "," "," ","58"," "," "," "," "," "," "," ","1.3"," "," "," ","0.018","0.003","0.020","0.043","40","0.93"," "," "," "," ","0.073"," ","6"," "," "," "," "," ","I"," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," "," ","U"," ","Q"," ","I"," "," "," "," "," "," ","I"
"103","gtmpcnut","2018-07-23 12:00:00","2","2","26.214","15605.9","7.12","4.08"," "," ","0.074"," "," ","6.8"," "," ","9.1"," "," "," ","48"," "," "," "," "," "," "," ","0.82"," "," "," ","0.028","0.007","0.035","0.040","22","3.5"," "," "," "," ","0.086"," ","12"," "," "," "," "," "," "," "," "," "," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","AJ","AJ"," "," "," "," "," "," "," "," "," "," "," "
"104","gtmpcnut","2018-08-06 12:00:00","2","2","27.901","113.7","6.21","4.55"," "," ","0.006"," "," ","0.94"," "," ","1.3"," "," "," ","190"," "," "," "," "," "," "," ","1.1"," "," "," ","0.008","0.003","0.008","0.031","43","0.51"," "," "," "," ","0.059"," ","4"," "," "," "," "," ","IQ"," "," ","Q"," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","I","U","I","Q"," ","IQ"," "," "," "," "," "," ","I"
"105","gtmpcnut","2018-09-04 12:00:00","2","2","28.667","901.3","7.05","4.62"," "," ","0.003"," "," ","6.8"," "," ","8.5"," "," "," ","300"," "," "," "," "," "," "," ","0.77"," "," "," ","0.053","0.004","0.056","0.050","24","2.3"," "," "," "," ","0.082"," ","7"," "," ","I"," "," "," "," "," "," "," "," "," ","BQ"," "," "," "," "," "," "," "," "," "," "," ","Q","IQ"," "," "," "," "," "," "," "," "," "," ","I"
"106","gtmpcnut","2018-10-22 12:00:00","2","2","21.96","31209.7","7.6","6.65"," "," ","0.060"," "," ","13"," "," ","19"," "," "," ","48"," "," "," "," "," "," "," ","0.63"," "," "," ","0.023","0.005","0.027","0.038","15","9.2"," "," "," "," ","0.076"," ","109"," "," "," "," "," ","Q"," "," ","Q"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","Q","IQ"," "," "," ","Q"," "," "," "," "," "," "," "
"107","gtmpcnut","2018-11-05 12:00:00","2","2","22.619","33750.4","7.74","6"," "," ","0.033"," "," ","4.7"," "," ","6.4"," "," "," ","No Result"," "," "," "," "," "," "," ","0.64"," "," "," ","0.014","0.003","0.017","0.029","12","2.4"," "," "," "," ","0.087"," ","30"," "," "," "," "," ","Q"," "," ","Q"," "," "," ","O"," "," "," "," "," "," "," "," "," "," "," ","Q","IQ"," ","Q"," ","IQ"," "," "," "," "," "," "," "
"108","gtmpcnut","2018-12-03 12:00:00","2","2","19.425","13025.7","7.05","6.92"," "," ","0.030"," "," ","1.9"," "," ","2.3"," "," "," ","92"," "," "," "," "," "," "," ","0.82"," "," "," ","0.27","0.005","0.28","0.032","26","1.2"," "," "," "," ","0.063"," ","8"," "," "," "," "," ","I"," "," ","I"," "," "," ","Q"," "," "," "," "," "," "," "," "," "," "," ","J","IJ"," "," "," ","U"," "," "," "," "," "," ","I"
